Name,Index
"Turkey, breast, from whole bird, meat only, with added solution, roasted",174519
"Turkey, back, from whole bird, meat only, with added solution, raw",174520
"Turkey, back, from whole bird, meat only, with added solution, roasted",174521
"Turkey, breast, from whole bird, meat only, with added solution, raw",172876
"Turkey, retail parts, thigh, meat only, cooked, roasted",172877
"Turkey, retail parts, drumstick, meat only, cooked, roasted",172878
"Turkey, drumstick, from whole bird, meat only, with added solution, raw",171525
"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",171128
"Turkey, thigh, from whole bird, meat only, with added solution, raw",171129
"Turkey, retail parts, breast, meat and skin, with added solution, raw",171130
"Turkey, thigh, from whole bird, meat only, with added solution, roasted",171131
"Turkey, wing, from whole bird, meat only, with added solution, raw",171526
"Turkey, wing, from whole bird, meat only, with added solution, roasted",171527
"Turkey, retail parts, breast, meat and skin, raw",171528
"Turkey, retail parts, breast, meat and skin, cooked, roasted",171529
"Turkey, retail parts, wing, meat and skin, raw",171132
"Turkey, retail parts, wing, meat and skin, cooked, roasted",171133
"Turkey, retail parts, drumstick, meat and skin, raw",171134
"Turkey, retail parts, drumstick, meat and skin, cooked, roasted",171135
"Turkey, drumstick, from whole bird, meat only, raw",171136
"Turkey, drumstick, from whole bird, meat only, roasted",171530
"Turkey, thigh, from whole bird, meat only, raw",171531
"Turkey, thigh, from whole bird, meat only, roasted",171532
"Turkey, retail parts, thigh, meat and skin, raw",171533
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",171137
"Turkey, back, from whole bird, meat and skin, with added solution, raw",171138
"Turkey, back, from whole bird, meat and skin, with added solution, roasted",171139
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",171140
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",171534
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised",171535
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled",171536
"Soup, cream of asparagus, canned, condensed",171537
"Soup, black bean, canned, condensed",171141
"Soup, bean with pork, canned, condensed",171142
"Soup, bean with frankfurters, canned, condensed",171143
"Soup, bean with ham, canned, chunky, ready-to-serve",171144
"Soup, beef broth or bouillon canned, ready-to-serve",171538
"Soup, beef noodle, canned, condensed",171539
"Soup, cream of celery, canned, condensed",171540
"Soup, cheese, canned, condensed",171541
"Soup, chicken broth, canned, condensed",171542
"Soup, chicken, canned, chunky, ready-to-serve",171145
"Soup, cream of chicken, canned, condensed",171146
"Soup, chicken gumbo, canned, condensed",171147
"Soup, chunky chicken noodle, canned, ready-to-serve",171148
"Soup, chicken noodle, canned, condensed",171543
"Soup, chicken rice, canned, chunky, ready-to-serve",171544
"Soup, chicken with rice, canned, condensed",171545
"Soup, chicken and vegetable, canned, ready-to-serve",171546
"Soup, chicken vegetable, canned, condensed",171149
"Soup, chili beef, canned, condensed",171150
"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",171151
"Soup, clam chowder, manhattan, canned, condensed",171152
"Soup, clam chowder, new england, canned, condensed",171547
"Soup, beef broth bouillon and consomme, canned, condensed",171548
"Soup, lentil with ham, canned, ready-to-serve",171549
"Soup, minestrone, canned, chunky, ready-to-serve",171550
"Soup, minestrone, canned, condensed",171153
"Soup, mushroom barley, canned, condensed",171154
"Soup, cream of mushroom, canned, condensed",171155
"Soup, mushroom with beef stock, canned, condensed",171156
"Soup, onion, canned, condensed",171551
"Soup, cream of onion, canned, condensed",171552
"Soup, oyster stew, canned, condensed",171553
"Soup, pea, green, canned, condensed",171554
"Soup, pea, split with ham, canned, chunky, ready-to-serve",171555
"Soup, pea, split with ham, canned, condensed",171157
"Soup, cream of potato, canned, condensed",171158
"Soup, cream of shrimp, canned, condensed",171159
"Soup, tomato beef with noodle, canned, condensed",171160
"CAMPBELL'S, Chicken Noodle Soup, condensed",171556
"Soup, tomato rice, canned, condensed",171557
"Soup, turkey, chunky, canned, ready-to-serve",171558
"Soup, chunky vegetable, canned, ready-to-serve",171559
"Soup, vegetarian vegetable, canned, condensed",171161
"Soup, chunky beef, canned, ready-to-serve",171162
"Soup, vegetable beef, canned, condensed",171163
"Soup, vegetable with beef broth, canned, condensed",171164
"Soup, beef broth or bouillon, powder, dry",171560
"Soup, beef broth, cubed, dry",171561
"Soup, chicken broth or bouillon, dry",171562
"Soup, chicken broth cubes, dry",171563
"Soup, onion, dry, mix",171165
"Soup, cream of vegetable, dry, powder",171166
"Sauce, teriyaki, ready-to-serve",171167
"Gravy, au jus, canned",171168
"Gravy, au jus, dry",171169
"Gravy, beef, canned, ready-to-serve",171564
"Gravy, brown, dry",171565
"Gravy, chicken, canned or bottled, ready-to-serve",171566
"Gravy, chicken, dry",171567
"Gravy, mushroom, canned",171170
"Gravy, mushroom, dry, powder",171171
"Gravy, onion, dry, mix",171172
"Gravy, pork, dry, powder",171173
"Gravy, turkey, canned, ready-to-serve",171568
"Gravy, turkey, dry",171569
"Gravy, unspecified type, dry",171570
"Soup, chicken noodle, dry, mix",171571
"Sauce, sofrito, prepared from recipe",171174
"Soup, beef mushroom, canned, condensed",171175
"Soup, chicken mushroom, canned, condensed",174522
"Sauce, barbecue",174523
"Sauce, plum, ready-to-serve",172879
"Sauce, pizza, canned, ready-to-serve",172880
"Soup, tomato bisque, canned, condensed",172881
"Soup, tomato, canned, condensed",172882
"Sauce, salsa, ready-to-serve",174524
"Sauce, homemade, white, medium",174525
"Sauce, homemade, white, thick",174526
"Sauce, ready-to-serve, pepper or hot",174527
"Sauce, ready-to-serve, pepper, TABASCO",174528
"Soup, stock, beef, home-prepared",172883
"Soup, stock, chicken, home-prepared",172884
"Soup, stock, fish, home-prepared",172885
"Sauce, hoisin, ready-to-serve",172886
"Sauce, oyster, ready-to-serve",174529
"Soup, minestrone, canned, reduced sodium, ready-to-serve",174530
"Sauce, fish, ready-to-serve",174531
"Soup, shark fin, restaurant-prepared",174532
"Soup, cream of mushroom, canned, condensed, reduced sodium",172887
"Soup, chicken broth, less/reduced sodium, ready to serve",172888
"Soup, beef broth, less/reduced sodium, ready to serve",172889
"Sauce, teriyaki, ready-to-serve, reduced sodium",172890
"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",174533
"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",174534
"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",174535
"Soup, chicken broth, ready-to-serve",174536
"Soup, cream of asparagus, canned, prepared with equal volume milk",172891
"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",172892
"Soup, cream of celery, canned, prepared with equal volume milk",172893
"Soup, cheese, canned, prepared with equal volume milk",172894
"Soup, cream of chicken, canned, prepared with equal volume milk",174537
"Soup, vegetable, canned, low sodium, condensed",174538
"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",174539
"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",174540
"Soup, cream of onion, canned, prepared with equal volume milk",174541
"Soup, oyster stew, canned, prepared with equal volume milk",172895
"Soup, pea, green, canned, prepared with equal volume milk",172896
"Soup, cream of potato, canned, prepared with equal volume milk",172897
"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",172898
"Sauce, white, thin, prepared-from-recipe, with butter",174542
"Sauce, sweet and sour, prepared-from-recipe",174543
"Sauce, barbecue, KRAFT, original",174544
"Soup, HEALTHY CHOICE Chicken Noodle Soup, canned",174545
"Soup, HEALTHY CHOICE Chicken and Rice Soup, canned",172899
"Soup, HEALTHY CHOICE Garden Vegetable Soup, canned",172900
"CAMPBELL'S, Cream of Mushroom Soup, condensed",172901
"Soup, tomato bisque, canned, prepared with equal volume milk",172902
"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",174546
"CAMPBELL'S, Tomato Soup, condensed",174547
"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",174548
"Soup, cream of asparagus, canned, prepared with equal volume water",174549
"Soup, black bean, canned, prepared with equal volume water",172903
"Soup, bean with pork, canned, prepared with equal volume water",172904
"Soup, bean with frankfurters, canned, prepared with equal volume water",172905
"Soup, beef noodle, canned, prepared with equal volume water",172906
"Soup, cream of celery, canned, prepared with equal volume water",172907
"Soup, cheese, canned, prepared with equal volume water",174550
"Soup, chicken broth, canned, prepared with equal volume water",174551
"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",174552
"Soup, cream of chicken, canned, prepared with equal volume water",174553
"Soup, chicken gumbo, canned, prepared with equal volume water",172908
"Soup, chicken noodle, canned, prepared with equal volume water",172909
"Soup, chicken with rice, canned, prepared with equal volume water",172910
"Soup, chili beef, canned, prepared with equal volume water",172911
"Soup, clam chowder, manhattan, canned, prepared with equal volume water",174554
"Soup, clam chowder, new england, canned, prepared with equal volume water",174555
"CAMPBELL'S CHUNKY, New England Clam Chowder",174556
"Soup, beef broth, bouillon, consomme, prepared with equal volume water",174557
"CAMPBELL'S CHUNKY, Old Fashioned Vegetable Beef Soup",172912
"Soup, minestrone, canned, prepared with equal volume water",172913
"Soup, mushroom barley, canned, prepared with equal volume water",172914
"Soup, cream of mushroom, canned, prepared with equal volume water",172915
"Soup, mushroom with beef stock, canned, prepared with equal volume water",174558
"Soup, cream of onion, canned, prepared with equal volume water",174559
"Soup, oyster stew, canned, prepared with equal volume water",174560
"Soup, pea, green, canned, prepared with equal volume water",174561
"Soup, pea, split with ham, canned, prepared with equal volume water",172916
"Soup, cream of potato, canned, prepared with equal volume water",172917
"Soup, cream of shrimp, canned, prepared with equal volume water",172918
"Soup, tomato beef with noodle, canned, prepared with equal volume water",172919
"Soup, tomato rice, canned, prepared with equal volume water",172920
"Soup, turkey noodle, canned, prepared with equal volume water",174562
"Soup, turkey vegetable, canned, prepared with equal volume water",174563
"Soup, vegetarian vegetable, canned, prepared with equal volume water",174564
"Soup, vegetable beef, canned, prepared with equal volume water",174565
"Soup, vegetable with beef broth, canned, prepared with equal volume water",172921
"Soup, beef broth or bouillon, powder, prepared with water",172922
"Soup, beef broth, cubed, prepared with water",172923
"Soup, chicken broth or bouillon, dry, prepared with water",172924
"Soup, chicken broth cubes, dry, prepared with water",174566
"Soup, cream of chicken, dry, mix, prepared with water",174567
"Soup, onion, dry, mix, prepared with water",174568
"Soup, tomato, dry, mix, prepared with water",174569
"Soup, chicken noodle, dry, mix, prepared with water",172925
"Soup, beef mushroom, canned, prepared with equal volume water",171572
"Soup, chicken mushroom, canned, prepared with equal volume water",171573
"Soup, tomato bisque, canned, prepared with equal volume water",171574
"Soup, tomato, canned, prepared with equal volume water, commercial",171176
"Soup, ramen noodle, any flavor, dry",171177
"Soup, broccoli cheese, canned, condensed, commercial",171178
"Soup, SWANSON, beef broth, lower sodium",171179
"Soup, SWANSON, vegetable broth",171180
"Sauce, peanut, made from coconut, water, sugar, peanuts",171575
"SMART SOUP, Santa Fe Corn Chowder",171576
"SMART SOUP, French Lentil",171577
"SMART SOUP, Greek Minestrone",171578
"SMART SOUP, Indian Bean Masala",171181
"SMART SOUP, Moroccan Chick Pea",171182
"SMART SOUP, Thai Coconut Curry",171183
"SMART SOUP, Vietnamese Carrot Lemongrass",171184
"Sauce, pesto, ready-to-serve, refrigerated",171579
"Sauce, pesto, ready-to-serve, shelf stable",171580
"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated",171581
"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve",171582
"Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve",171185
"Sauce, hot chile, sriracha",171186
"Sauce, hot chile, sriracha, CHA! BY TEXAS PETE",171187
"Sauce, hot chile, sriracha, TUONG OT SRIRACHA",171188
"Soup, vegetable broth, ready to serve",171583
"Sauce, cheese sauce mix, dry",171584
"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",171585
"Soup, bean with bacon, condensed, single brand",171586
"Soup, vegetable beef, microwavable, ready-to-serve, single brand",171189
"Soup, beef and vegetables, canned, ready-to-serve",171190
"Sauce, cheese, ready-to-serve",171191
"Sauce, pasta, spaghetti/marinara, ready-to-serve",171192
"Soup, cream of chicken, canned, condensed, reduced sodium",171602
"Soup, tomato, canned, condensed, reduced sodium",171587
"Gravy, brown instant, dry",171588
"Gravy, instant beef, dry",171589
"Gravy, instant turkey, dry",171590
"Sauce, alfredo mix, dry",171603
"Sauce, peppers, hot, chili, mature red, canned",171604
"Sauce, chili, peppers, hot, immature green, canned",171605
Fish broth,171606
"Soup, tomato, low sodium, with water",171591
"Soup, pea, low sodium, prepared with equal volume water",171592
"Soup, chicken noodle, low sodium, canned, prepared with equal volume water",171593
"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",171594
"Soup, cream of mushroom, low sodium, ready-to-serve, canned",171607
"Potato soup, instant, dry mix",171608
"Soup, chicken broth, low sodium, canned",171609
"Sauce, worcestershire",171610
"Sauce, tomato chili sauce, bottled, with salt",171595
"Soup, vegetable chicken, canned, prepared with water, low sodium",171596
"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",171597
"Gravy, meat or poultry, low sodium, prepared",171598
"Soup, beef and mushroom, low sodium, chunk style",171611
"Soup, beef stroganoff, canned, chunky style, ready-to-serve",171612
"Soup, bouillon cubes and granules, low sodium, dry",171613
"Soup, ramen noodle, beef flavor, dry",171614
"Soup, ramen noodle, chicken flavor, dry",171615
"Gravy, HEINZ Home Style, savory beef",171599
"Gravy, CAMPBELL'S, chicken",171600
"Barbecue loaf, pork, beef",171601
"Beerwurst, beer salami, pork and beef",172011
"Beerwurst, beer salami, pork",171616
"Sausage, Berliner, pork, beef",171617
Blood sausage,171618
"Bockwurst, pork, veal, raw",171619
"Bologna, beef",172012
"Bologna, beef and pork",172013
"Bologna, pork",173856
"Bologna, turkey",173857
"Bratwurst, pork, cooked",171620
"Braunschweiger (a liver sausage), pork",171621
"Bratwurst, pork, beef, link",171622
"Cheesefurter, cheese smokie, pork, beef",171623
Chicken spread,173858
"Sausage, pork, chorizo, link or ground, raw",173859
"Corned beef loaf, jellied",173860
"Dutch brand loaf, chicken, pork and beef",173861
"Frankfurter, beef, unheated",173862
"Frankfurter, chicken",171624
"Frankfurter, turkey",171625
"Ham, chopped, canned",171626
"Ham, chopped, not canned",171627
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",173863
"Ham, sliced, regular (approximately 11% fat)",173864
"Ham, minced",173865
Ham salad spread,173866
Ham and cheese loaf or roll,171628
Ham and cheese spread,171629
"Headcheese, pork",171630
"Sausage, Italian, pork, mild, raw",171631
"Knackwurst, knockwurst, pork, beef",173867
"Lebanon bologna, beef",173868
"Liver cheese, pork",173869
"Liver sausage, liverwurst, pork",173870
"Roast beef, deli style, prepackaged, sliced",174570
"Luncheon meat, pork, canned",174571
"Turkey breast, low salt, prepackaged or deli, luncheon meat",174572
"Mortadella, beef, pork",174573
"Olive loaf, pork",172926
"Pastrami, turkey",172927
"Pate, chicken liver, canned",172928
"Pate, goose liver, smoked, canned",172929
"Pate, liver, not specified, canned",172930
"Peppered loaf, pork, beef",174574
"Pepperoni, beef and pork, sliced",174575
"Pickle and pimiento loaf, pork",174576
"Polish sausage, pork",174577
"Luxury loaf, pork",172931
"Mother's loaf, pork",172932
"Picnic loaf, pork, beef",172933
"Pork sausage, link/patty, unprepared",172934
"Pork sausage, link/patty, cooked, pan-fried",174578
"Sausage, pork and beef, fresh, cooked",174579
"Sausage, turkey, reduced fat, brown and serve, cooked",174580
Poultry salad sandwich spread,174581
"Salami, cooked, beef",172935
"Salami, cooked, beef and pork",172936
"Salami, cooked, turkey",172937
"Salami, dry or hard, pork",172938
"Salami, dry or hard, pork, beef",174582
"Sandwich spread, pork, beef",174583
"Sausage, smoked link sausage, pork",174584
"Sausage, smoked link sausage, pork and beef",174585
"Sausage, smoked link sausage, pork and beef (nonfat dry milk added)",172939
"Thuringer, cervelat, summer sausage, beef, pork",172940
"Turkey breast, sliced, prepackaged",172941
"Sausage, Vienna, canned, chicken, beef, pork",172942
"Honey roll sausage, beef",172943
"Sausage, Italian, pork, mild, cooked, pan-fried",174586
"Luncheon sausage, pork and beef",174587
"Sausage, New england brand, pork, beef",174588
"Oscar Mayer, Bologna (beef)",174589
"Oscar Mayer, Braunschweiger Liver Sausage (sliced)",172944
"Oscar Mayer, Chicken Breast (honey glazed)",172945
"Oscar Mayer, Ham (chopped with natural juice)",172946
"Oscar Mayer, Salami (hard)",172947
"Oscar Mayer, Smokies Sausage Little Cheese (pork, turkey)",174590
"Oscar Mayer, Wieners (beef franks)",174591
"Bacon, turkey, unprepared",174592
Hormel Pillow Pak Sliced Turkey Pepperoni,174593
"Sausage, turkey, pork, and beef, low fat, smoked",172948
"Frankfurter, beef, pork, and turkey, fat free",172949
"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",172950
"Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)",172951
"Luncheon meat, pork and chicken, minced, canned, includes Spam Lite",174594
"Bratwurst, veal, cooked",174595
Liverwurst spread,174596
Roast beef spread,174597
"Salami, pork, beef, less sodium",174598
"Sausage, Italian, sweet, links",172952
"Sausage, Polish, beef with chicken, hot",172953
"Sausage, Polish, pork and beef, smoked",172954
"Sausage, pork and beef, with cheddar cheese, smoked",172955
"Sausage, summer, pork and beef, sticks, with cheddar cheese",174599
"Sausage, turkey, breakfast links, mild, raw",174600
"Swisswurst, pork and beef, with swiss cheese, smoked",174601
Bacon and beef sticks,174602
"Bratwurst, beef and pork, smoked",172956
"Bratwurst, chicken, cooked",172957
"Bratwurst, pork, beef and turkey, lite, smoked",172958
"Pastrami, beef, 98% fat-free",172959
"Salami, Italian, pork",174603
"Sausage, Italian, turkey, smoked",174604
"Sausage, chicken, beef, pork, skinless, smoked",174605
"Sausage, turkey, hot, smoked",174606
"Yachtwurst, with pistachio nuts, cooked",172960
"Beerwurst, pork and beef",172961
"Chicken breast, fat-free, mesquite flavor, sliced",172962
"Chicken breast, oven-roasted, fat-free, sliced",172963
"Kielbasa, Polish, turkey and beef, smoked",174607
"Chicken breast, roll, oven-roasted",174608
"Bologna, pork and turkey, lite",174609
"Bologna, pork, turkey and beef",174610
"Ham, honey, smoked, cooked",174611
"Frankfurter, pork",172964
"Macaroni and cheese loaf, chicken, pork and beef",172965
"Salami, Italian, pork and beef, dry, sliced, 50% less sodium",172966
"Pate, truffle flavor",172967
"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",174612
"Turkey, white, rotisserie, deli cut",174613
"Frankfurter, beef, heated",174614
"Frankfurter, meat, heated",174615
"Frankfurter, meat",172968
"Scrapple, pork",172969
"Bologna, chicken, turkey, pork",172970
"Pork sausage, link/patty, fully cooked, microwaved",172971
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",174616
"Sausage, turkey, fresh, raw",174617
"Sausage, beef, fresh, cooked",174618
"Sausage, pork and turkey, pre-cooked",171632
"Sausage, turkey, fresh, cooked",173871
"Bologna, chicken, pork, beef",173872
"Bologna, chicken, pork",173873
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",173874
"Frankfurter, meat and poultry, unheated",173875
"Frankfurter, meat and poultry, cooked, boiled",171633
"Frankfurter, meat and poultry, cooked, grilled",171634
"Pork sausage, link/patty, reduced fat, unprepared",171635
"Pork sausage, link/patty, reduced fat, cooked, pan-fried",171636
"Pork sausage, link/patty, fully cooked, unheated",173876
"Kielbasa, fully cooked, grilled",173877
"Kielbasa, fully cooked, pan-fried",173878
"Kielbasa, fully cooked, unheated",173879
"Bologna, meat and poultry",171637
"Meatballs, frozen, Italian style",171638
"Bacon, turkey, microwaved",171639
"Bacon, turkey, low sodium",171640
"Sausage, chicken or turkey, Italian style,  lower sodium",173880
"Ham, smoked, extra lean, low sodium",173881
"Pork sausage, reduced sodium, cooked",173882
"Sausage, pork, turkey, and beef, reduced sodium",173883
"Cereals ready-to-eat, POST, ALPHA-BITS",171641
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",171642
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",171643
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",171644
"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",173884
"Cereals ready-to-eat, POST, COCOA PEBBLES",173885
"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",173886
"Cereals ready-to-eat, RALSTON CRISP RICE",173887
"Cereals ready-to-eat, POST Bran Flakes",173888
"Cereals ready-to-eat, POST, FRUITY PEBBLES",171645
"Cereals ready-to-eat, granola, homemade",171646
"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",171647
"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",171648
"Cereals ready-to-eat, POST, Honeycomb Cereal",173889
"Cereals ready-to-eat, QUAKER, KING VITAMAN",173890
"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",173891
"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",173892
"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",171649
"Cereals ready-to-eat, POST Raisin Bran Cereal",171650
"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",171651
"Cereals ready-to-eat, POST, GOLDEN CRISP",171652
"Cereals ready-to-eat, RALSTON TASTEEOS",173893
"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",173894
"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",173895
"Cereals ready-to-eat, wheat germ, toasted, plain",173896
"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",171653
"Cereals, corn grits, white, regular and quick, enriched, dry",171654
"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",171655
"Cereals, QUAKER, corn grits, instant, plain, dry",171656
"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",173897
"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",173898
"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry",173899
"Cereals, CREAM OF RICE, dry",173900
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",173901
"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt",171657
"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",171658
"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt",171659
"Cereals, CREAM OF WHEAT, instant, dry",171660
"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",173902
"Cereals, MALT-O-MEAL, original, plain, dry",173903
"Cereals, oats, regular and quick, not fortified, dry",173904
"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",173905
"Cereals, oats, instant, fortified, plain, dry",171661
"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",171662
"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",171663
"Cereals, oats, instant, fortified, with cinnamon and spice, dry",171664
"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",173906
"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",173907
"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",173908
"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",173909
"Cereals, WHEATENA, dry",171665
"Cereals, WHEATENA, cooked with water",171666
"Cereals, whole wheat hot natural cereal, dry",171667
"Cereals, whole wheat hot natural cereal, cooked with water, without salt",171668
"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",171669
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",173910
"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",173911
"Cereals ready-to-eat, rice, puffed, fortified",173912
"Cereals ready-to-eat, wheat, puffed, fortified",173913
"Cereals, corn grits, yellow, regular and quick, unenriched, dry",171670
"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",171671
"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt",171672
"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt",171673
"Cereals, CREAM OF RICE, cooked with water, with salt",173914
"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",173915
"Cereals, farina, unenriched, dry",173916
"Cereals, farina, enriched, cooked with water, with salt",173917
"Cereals, MALT-O-MEAL, chocolate, dry",171674
"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt",171675
"Cereals, WHEATENA, cooked with water, with salt",171676
"Cereals, whole wheat hot natural cereal, cooked with water, with salt",171677
"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",173918
"Cereals ready-to-eat, POST SELECTS Blueberry Morning",173919
"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",172972
"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",172973
"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",174619
"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",174620
"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",174621
"Cereals ready-to-eat, QUAKER, Oatmeal Squares",174622
"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon",174623
"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",172974
"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",172975
"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",172976
"Cereals, QUAKER, Instant Grits, Butter flavor, dry",172977
"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",174624
"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",174625
"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",174626
"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",174627
"Cereals, Oat Bran, QUAKER, QUAKER/MOTHER'S Oat Bran, prepared with water, salt",172978
"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, no salt",172979
"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt",172980
"Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes",172981
"Cereals ready-to-eat, Post, Waffle Crisp",174628
"Cereals, QUAKER, hominy grits, white, quick, dry",174629
"Cereals, QUAKER, hominy grits, white, regular, dry",174630
"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH",174631
"Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOSSAL CRUNCH",172982
"Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice",172983
"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES",172984
"Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal",172985
"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal",172986
"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",174632
"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS",174633
"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS",174634
"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran",174635
"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal",172987
"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular",172988
"Cereals, QUAKER, Quick Oats, Dry",172989
"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes",172990
"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",174636
"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry",174637
