Name,Index
"McDONALD'S, Double Cheeseburger",172065
"McDONALD'S, DOUBLE QUARTER POUNDER with Cheese",172066
"McDONALD'S, BIG MAC (without Big Mac Sauce)",172067
"McDONALD'S, McCHICKEN Sandwich",173305
"McDONALD'S, McCHICKEN Sandwich (without mayonnaise)",173306
"McDONALD'S, Egg McMUFFIN",173307
"McDONALD'S, Sausage McMUFFIN",173308
"McDONALD'S, Sausage McMUFFIN with Egg",172068
"McDONALD'S, Bacon Egg & Cheese Biscuit",172069
"McDONALD'S, Sausage Biscuit",172070
"McDONALD'S, Sausage Biscuit with Egg",172071
"McDONALD'S, Deluxe Breakfast, with syrup and margarine",173309
"McDONALD'S, Hotcakes and Sausage",173310
"McDONALD'S, Hotcakes (with 2 pats margarine & syrup)",173311
"McDONALD'S, Bacon Ranch Salad with Grilled Chicken",173312
McDONALD'S Bacon Ranch Salad with Crispy Chicken,172072
"McDONALD'S, Bacon Ranch Salad without chicken",172073
"McDONALD'S, Side Salad",172074
"McDONALD'S, Fruit 'n Yogurt Parfait",172075
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola)",173313
"McDONALD'S, FILET-O-FISH (without tartar sauce)",173314
"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",173315
"BURGER KING, CROISSAN'WICH with Sausage and Cheese",173316
"BURGER KING, CROISSAN'WICH with Egg and Cheese",172076
"BURGER KING, french toast sticks",172077
"BURGER KING, Hash Brown Rounds",172078
"Fast foods, miniature cinnamon rolls",172079
"Fast foods, hamburger; double, large patty; with condiments, vegetables and mayonnaise",172080
"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",173317
"Fast foods, hamburger; single, regular patty; double decker bun with condiments and special sauce",173318
"Fast foods, cheeseburger; double, regular patty; with condiments",173319
"Fast foods, cheeseburger; double, large patty; with condiments",173320
"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",172081
"Fast foods, cheeseburger; single, large patty; with condiments",172082
"Fast Foods, cheeseburger; double, large patty; with condiments, vegetables and mayonnaise",172083
"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",172084
"Fast foods, chicken tenders",173321
"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",173322
"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",173323
"Light Ice Cream, soft serve, blended with milk chocolate candies",173324
"Light Ice Cream, soft serve, blended with cookie pieces",172085
"POPEYES, biscuit",172086
"POPEYES, Coleslaw",172087
"POPEYES, Mild Chicken Strips, analyzed 2006",172088
"POPEYES, Spicy Chicken Strips, analyzed 2006",170338
"KFC, biscuit",170339
"KFC, Coleslaw",170340
"KFC, Crispy Chicken Strips",170341
"KFC, Popcorn Chicken",170737
"KFC, Fried Chicken, ORIGINAL RECIPE, Skin and Breading",170738
"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed",170739
"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed",170740
"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat only, skin and breading removed",170741
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",170342
"KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading",170343
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed",170344
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",170345
"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat only, skin and breading removed",170742
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed",170743
"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading",170744
"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading",170745
"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading",170346
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading",170347
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading",170348
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading",170349
"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat and skin with breading",170746
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading",170747
"POPEYES, Fried Chicken, Mild, Breast, meat only, skin and breading removed",170748
"POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading removed",170749
"POPEYES, Fried Chicken, Mild, Skin and Breading",170350
"POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading removed",170351
"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",170352
"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",170353
"POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading",170354
"POPEYES, Fried Chicken, Mild, Thigh, meat and skin with breading",170750
"POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading",170751
"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",170752
"Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",170753
"Yogurt parfait, lowfat, with fruit and granola",170355
"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",170356
"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",170357
"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",170358
"Fast Foods, Fried Chicken, Wing, meat only, skin and breading removed",170754
"Fast Foods, Fried Chicken, Skin and breading from all pieces",170755
"Fast Foods, Fried Chicken, Breast, meat and skin and breading",170756
"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",170757
"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",170359
"Fast Foods, Fried Chicken, Wing, meat and skin and breading",170360
"DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked",170361
"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",170362
"DIGIORNO Pizza, cheese topping, thin crispy crust, frozen, baked",170758
"DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked",170759
"DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked",170760
"DIGIORNO Pizza, pepperoni topping, thin crispy crust, frozen, baked",170761
"DIGIORNO Pizza, supreme topping, rising crust, frozen, baked",170363
"DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked",170364
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",170365
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",170366
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",170367
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",170762
"Fast foods, taco with beef, cheese and lettuce, soft",170763
"Fast foods, taco with chicken, lettuce and cheese, soft",170764
"Fast foods, quesadilla, with chicken",170765
"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",170368
"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",170369
"DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust",170370
"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",170371
"DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust",170766
"DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust",170767
"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust",170768
"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",170769
"PIZZA HUT 14"" Sausage Pizza, Pan Crust",170372
"Pizza, cheese topping, thin crust, frozen, cooked",170373
"BURGER KING, Double Cheeseburger",170374
"WENDY'S, Double Stack, with cheese",170784
"WEND'YS, Crispy Chicken Sandwich",170770
"BURGER KING, Onion Rings",170771
"WENDY'S, DAVE'S Hot 'N Juicy 1/4 LB, single",170772
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",170773
"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",170774
"Fast foods, crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",170785
"Fast foods, grilled chicken in tortilla, with lettuce, cheese, and ranch sauce",170786
"Fast foods, breakfast burrito, with egg, cheese, and sausage",170787
"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",170788
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",170775
"McDONALD'S, Southern Style Chicken Biscuit",170776
"McDONALD'S, RANCH SNACK WRAP, Crispy",170777
"McDONALD'S, RANCH SNACK WRAP, Grilled",170778
"PIZZA HUT, breadstick, parmesan garlic",170789
"CHICK-FIL-A, chicken sandwich",170790
"ARBY'S, roast beef sandwich, classic",170791
"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",170792
"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",170779
"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",170780
"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",170781
"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",170782
"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",170793
"School Lunch, chicken patty, whole grain breaded",170794
"School Lunch, chicken nuggets, whole grain breaded",170795
"Macaroni and Cheese, canned entree",173325
"Spaghetti with meat sauce, frozen entree",172089
"Beef macaroni with tomato sauce, frozen entree, reduced fat",172090
"Pasta with Sliced Franks in Tomato Sauce, canned entree",172091
"Turkey Pot Pie, frozen entree",172092
"Beef Pot Pie, frozen entree, prepared",172093
"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",173326
"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",173327
"Ravioli, cheese-filled, canned",173328
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",173329
"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",172094
"Pizza, meat topping, thick crust, frozen, cooked",172095
"Pizza, pepperoni topping, regular crust, frozen, cooked",172096
"Chili con carne with beans, canned entree",172097
"Beef stew, canned entree",173330
"Chicken pot pie, frozen entree, prepared",173331
"Beef, corned beef hash, with potato, canned",173332
"Lasagna, cheese, frozen, prepared",173333
"Chili, no beans, canned entree",172098
"Spaghetti, with meatballs in tomato sauce, canned",172099
"Pasta with tomato sauce, no meat, canned",172100
"Lasagna with meat & sauce, low-fat, frozen entree",172101
"Lasagna with meat & sauce, frozen entree",173334
"Burrito, beef and bean, frozen",173335
"Burrito, bean and cheese, frozen",173336
"Macaroni and Cheese, canned, microwavable",173337
"Burrito, beef and bean, microwaved",172102
"Egg rolls, pork, refrigerated, heated",172103
"Egg rolls, chicken, refrigerated, heated",172104
"Egg rolls, vegetable, frozen, prepared",172105
"Lasagna, Vegetable, frozen, baked",172106
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",173338
"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",173339
"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",173340
"Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",173341
"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",172107
"LEAN POCKETS, Ham N Cheddar",172108
"Lean Pockets, Meatballs & Mozzarella",172109
"Chili with beans, microwavable bowls",172110
"Macaroni and cheese, frozen entree",173342
Potato salad with egg,173343
Pulled pork in barbecue sauce,173344
"Corn dogs, frozen, prepared",173345
"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",172111
"Chicken, nuggets, white meat, precooked, frozen, not reheated",172112
"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",172113
"Lasagna with meat sauce, frozen, prepared",172114
"Chicken tenders, breaded, frozen, prepared",173346
"RICE-A-RONI, chicken flavor, unprepared",173347
"Rice and vermicelli mix, chicken flavor, prepared with 80% margarine",173348
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",173349
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",173350
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",172115
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",172116
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",172117
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",172118
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",173351
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",173352
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",173353
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",173354
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",172119
"Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0"" fat, select, raw",172120
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",172121
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw",172122
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",173355
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw",173356
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, raw",173357
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",173358
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw",172123
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",172124
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",172125
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",172126
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw",173359
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",173360
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",173361
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",173362
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, raw",173363
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",172127
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",172128
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",172129
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, raw",172130
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",173364
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",173365
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",173366
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",173367
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",172131
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, raw",172132
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",172133
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",172134
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",173368
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",173369
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",173370
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",173371
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",172135
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",172136
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",170783
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",171193
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",170796
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",170797
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",170798
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",170799
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",170800
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",171194
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",171195
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",171196
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",171197
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",170801
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",170802
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",170803
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",170804
"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",171198
"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",171199
"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",171200
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",171201
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",170805
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",170806
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",170807
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",170808
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",171202
"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",171203
"Beef, chuck for stew, separable lean and fat, select, cooked, braised",171204
"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",171205
"Beef, chuck for stew, separable lean and fat, all grades, raw",171206
"Beef, chuck for stew, separable lean and fat, select, raw",170809
"Beef, chuck for stew, separable lean and fat, choice, raw",170810
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",170811
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",170812
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",171207
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",171208
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",171209
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",171210
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",170813
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",170814
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",170815
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",170816
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",171211
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",171212
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",171213
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",171214
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, raw",170817
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",170818
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",170819
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",170820
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",171215
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",171216
"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",171217
"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",171218
"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",171219
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",170821
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",170822
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",170823
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",170824
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",171220
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",171221
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",171222
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",171223
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",170825
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",170826
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",170827
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",170828
"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",171224
"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",171225
"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",171226
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",171227
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",170829
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",170830
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",170831
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",170832
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",170833
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",171228
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",171229
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",171230
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",171231
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",170834
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",170835
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",170836
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",170837
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",171232
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",171233
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",171234
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",171235
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",170838
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",170839
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",170840
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",170841
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",171236
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",171237
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",171238
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",171239
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",170842
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",173372
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",173373
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",173374
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",173375
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",172137
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",172138
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",172139
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",172140
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",173376
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",173377
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",173378
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",173379
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",172141
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",172142
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",172143
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",172144
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",173380
